Parent Name,Child Name
2413200_HARNESS_SW,5138261
2413200_CON_SW,1019180_BALL
2413777_HARNESS_SW,1019180_P
2413777_CON_SW,5264677
5450426,7661637
2635481,7519070
LABEL_POLARIS_RH,7547332
5450427,5337391
LABEL_POLARIS_LH,5257099
5450428,7547753
LABEL_ASSAULT_LH,7661637
LABEL_ASSSULT_RH,5256783
5451574,3022409_BUSHING
2635838,3022698_RUBBER
5337767,3022712_RUBBER
7518533,3022713_FLANGE
5258323,7516823
7547339,3022286_TEE_BUSHING
7519112,5450934
1019636,2635205_P
99901001,5439309
99902002,3022712
1823915,3022286_TEE_BUSHING
1019146,7547421
1019180,3022712_RUBBER
1023220,3022697_RUBBER
1023230,3022409_BUSHING
1023919,5137796
5139042,7061166_STUD
1021006,7547464
3022698,1824380_SW
2635202,7555806
1021376_SW,1824381_SW
ORG_HEAT_EXCHANGER_ASSY,7061166_STUD
1023221,5137550
1019139,7061166_HOUSING
3022697,7547423
5258819,7061166
2635203,7044120-ROD
1020287,5438460
3022712_SW,7519242
5337390,1824379_SW
3022713_SW,7061165_STUD
1019861,5137551
1019140,7061179_10655BS
1021543,7547430
5138294,5136910
1263038_SW,7519010
1263038_SW_CAP,7519238
1262701,5136910
5413640,7061173_BALL
5211688,7547423
3022698,1824113
5258819,7519015
1021006,5137360
1019146,7044120-JAM-NUT
5138294,7547464
2635202,7043732
1023221,7044120-SPRING-CLIP
1023919,5336578
3022713_SW,7547423
1020287,1824181
1019139,7555806
ORG_HEAT_EXCHANGER_ASSY,5438460
3022697,7519015
1019180,7556212
2635203,7556212
1023230,1823801_QT
3022712_SW,7061173_BALL
1019140,5137569
5337390,7518971
5139042,7061165
1021543,1823802
1021376_SW,7547431
1023220,1824382_SW
1019861,7044120-SPRING-NUT
7556565,5137569
1022101_SW,7518941
4015642,7044120-BODY
2521361,7061165_HOUSING
1240094,5136908-1
7519112,5136908-2
7547339,7566100
2882119,1823917-1
4012165,1823917-2
0114026_SW2,5435681
0114026_SW1,7566120
5451206,7566110
7556327,5414375-2
7710807,5439301
7662246,5414375-1
0114026_SW5,7710401
0114026_SW3,5450880
2413615_3,2010426
2413615_2,5338007
2413615,1824345
0114026_SW4,7547442
7661855,12-26349_1
3222231,7061190_SW
7519236,5450881
5137587,7661624
7556509,5414938
5413563,40-19091-MACH_2
1333118_SW,5438035
7555832,2010409
7555846,2010409_CAP
5137323,7519755
7519254,1824342
111007_1333119_CHAIN_REF,7547332
5140953,18-27618_1
3221099,5439668
1322948,7555730
1333605_SW,5450836
7052674,4015321
7518760,5450542
1910740_2,5137356
2412968,111007_LCW_1912067_LEVER
1590551,5439575
7555806,5450862
7555864,41-26345_1
1911986,09-27809_1
1333119,7556153
7556130,111007_LCW_1912067_MCYL_ASY
7519004,7547405
7556490,2010425
5814028,5450861
1170046_REARBUMPER,5439576
1543904_REAR_SUS,22-26344_1
1019666,7512076
3023290,7511848
2635203,5452065
2635202,7557059
1023972,5438523
1019180,1824137_SW
5258819,5139006
3023293,2010424
1019139,1824343_SW
1019140,4015245
1019861,7061186_SW
1019146,1824547_SW
3023292,9570127
5337390,7519971
1021006,5258308
1021434,756_JKR_HND_GRD_FINAL_RH
3023291,756_JKR_HAND_GUARD_FINAL
7556386,756_JKR_RUSH_MNT_10
2521345_SW,756_JKR_RUSH_HND_GRD_MNT_FINAL
2521344_SW,756_JKR_RUSH_CAP_10
2685716,756_JKR_RUSH_HND_GRD_MNT_02
7518656,756_JKR_HND_GRD_FINAL_RH
5450390_SW,756_JKR_HAND_GUARD_FINAL
5436628,756_JKR_RUSH_MNT_10
7520428,756_JKR_RUSH_HND_GRD_MNT_FINAL
2521341_SW,756_JKR_RUSH_CAP_10
5260523-13,756_JKR_RUSH_HND_GRD_MNT_02
7518613,5450458
7547339,1204865_P
7661855,5450457
7520283,5813962
5451143,5451094
7555919,5414472
5415314,5452414_2
7621467,5452414_1
1262626_SW,5450461_1
1262726_SW,5450461_2
1262725_SW,2883569A_2
7081692,GAUGE_PCB_BOARD_ASSY_2
5414969,5415589
1262686_SW,4016438_ASSY
2521629,RIBBON_CABLE
7080843,5452364
5415302,SELF_TAPPING_SCREW_M3X6
7080534,4015352
7080560,5258861
1240300,5452248
5814409,5410582
5415139,7621467
7081693,7556034
7080842,5450778
7080844,5438262
5415586,5410582
2687412,5450424
117011_REAR_SUS,5438262
1019146,5410582
1023972,5450424
1019861,5438262
1021434,5258861
2635202,5452248
1021006,5410582
1019180,7621467
1019140,7556034
5337390,5450778
1019666,5438262
5258819,7547601
1019139,5337765
3023291,5337766
3023293,111007_LCW_1912067_LEVER
2635203,5450862
3023292,7710401
3023290,1824547_SW
99904004,5258307
1823915,41-26345_1
99903003,5452065
0000387,2010409
1204992_SW,5439668
1205097_SW,1824137_SW
7556702,7519971
1205058_BODY,7519242
5436992,7061186_11040BALL
1204331_SW,22-26344_1
5134423,5338791
3022642_SW_SIMP,7556153
1262425,09-27809_1
1204723_SW_SIMP,5450542
5132334,40-19091-MACH_2
5131579,7061186_10544BS
7518412,4015245
1205241,5450861
3022828_SIMP,7556153
5451612,5414938
0000407,7511848
1205241_2,9570127
2521382_SW,2010425
5139018_SIMP,5439575
7080998,12-26349_1
5137850,5138674
5134982,5258308
5139427_SW_SIMP,7547442
1205059_SW,1824345
3022082,7519755
1205241_2,111007_LCW_1912067_MCYL_ASY
3022082,5631311
3022642_SW_SIMP,5261202
5436992,18-27618_1
0000387,5438035
1205097_SW,7547332
5132334,7519097
7080998,7555730
1205058_BODY,2010426
5134982,5450836
1205241,5337513
1205059_SW,7547332
5131579,2010409_CAP
7556702,5139006
1204723_SW_SIMP,7556524
5451612,5137796
5139427_SW_SIMP,5252974
1204331_SW,5450881
5139018_SIMP,2010424
5134423,7661624
0000407,7061186_11040HSG
3022828_SIMP,4015321
1204992_SW,5438523
7518412,7061186
1262425,5439576
5137850,5137110
2521382_SW,5258307
2879194,5337514
2879194,1824426
5132334,5338007
7556702,7061190_SW
5436992,5450880
0000407,7512076
3022828_SIMP,7061186_11040RACE
3022642_SW_SIMP,7547423
7080998,5335899
1205241_2,7547442
1205241,1824233
5134982,7061166_STUD
5137850,1824804_SW
2521382_SW,1823897
1205059_SW,7044120-ROD
0000387,7043732_2
1262425,5136910
5134423,7547431
7518412,5438460
5131579,7519015
3022082,1824801_SW
5451612,7519015
1204331_SW,7555806
5139018_SIMP,7061166_HOUSING
5139427_SW_SIMP,7061165
1205058_BODY,5137846
1202640_SW,7061165_HOUSING
1204723_SW_SIMP,7547423
7710808,7044120-BODY
7519112,7518971
5261169,1824802_SW
7516823,7518941
7547366,5137360
7621429,7519246
7518238,5137845
7661855,7044120-SPRING-CLIP
7519045,7547442
5452415,7044120-JAM-NUT
1205379,5438460
1205327,1824803_SW
5450462,1824113_2
2883569A,7061165_STUD
0114026_SW2,7555806
0114026_SW5,7044120-SPRING-NUT
7556327,7547430
2413615,7061166
0114026_SW1,7547423
5451206,1823898
0114026_SW3,7519246
2413615_3,5136910
7662246,5136908-1
2413615_2,5136908-2
2882119,7566100
0114026_SW4,1823917-1
7710807,1823917-2
4012165,5435681
7661855,7566120
5137850,7566110
7556702,5414375-2
3022082,5439301
5132334,5414375-1
1205058_BODY,7661130
3022642_SW_SIMP,5138263
5134982,7661637
1204331_SW,5337389
5134423,5337390P
1262425,5138265
0000387,7520147
1204723_SW_SIMP,5337815
2521382_SW,5337395
5436992,5138266
1205241_2,1019180_BALL
1205241,1019180_P
1205059_SW,5633385
5131579,5141277
5139018_SIMP,5138286
1205097_SW,7520559
3022828_SIMP,1019183
7518412,5633989
7080998,5634116
5451612,5256849
5139427_SW_SIMP,1023230_SW1
1204992_SW,5452369
0000407,5138285
5451574,7556064
2635838,7188334
LABEL_ASSAULT_LH,1333119
LABEL_POLARIS_RH,7547453
5450427,5264150
5450426,5138449
LABEL_POLARIS_LH,5454820
5450428,5340890
LABEL_ASSSULT_RH,7547790
2635481,7519092
5437974,5338674
5450456,7519967
5435156,5337394
5258290,5633122
2413200_HARNESS_SW,5138262
2413200_CON_SW,5633083
2413777_HARNESS_SW,5138261
2413777_CON_SW,3022409_BUSHING
5450426,3022698_RUBBER
2635481,2635204_P
LABEL_POLARIS_RH,5439309
5450427,5450933
LABEL_POLARIS_LH,7547421
5450428,5258817
LABEL_ASSAULT_LH,5256426
LABEL_ASSSULT_RH,5258346
5451574,5258829
2635838,5139568
5337767,5252098
7518533,ORG_HEAT_EXCHANGER
5258323,5258830
7547339,5139569
7519112,5633386
1019636,5141278
99901001,7661637
99902002,5256783
1823915,3022697_RUBBER
1019146,3022409_BUSHING
1019180,5450934
1023220,2635205_P
1023230,5439309
1023919,5138700
5139042,5338161
1021006,7519070
3022698,7547332
2635202,5337391
1021376_SW,5337942
ORG_HEAT_EXCHANGER_ASSY,7547332
1023221,7518906
1019139,5337392
3022697,5264677
5258819,7661637
2635203,5261061
7518490,5137394
5260907,5138287
1262701_1,5138392
1262701_3,3610030
7555935,3514309
3022409_BUSHING,Connector SD/MMC
3022698_RUBBER,IC REG LDO CAP FREE 8-SON
5338674,CAP_TANT_100UF_6.3V
7519967,CAP CER 10UF 10V
5337394,"CONN HEADER FEM 10POS .1"" DL TIN"
5633122,CONNECTOR USB TYPE A
5138262,XTAL 32.768kHz
5633083,Capacitor 1uF 10V Ceramic 10%
5138261,GAUGE_PCB_BOARD
7661130,CRYSTAL 24MHZ 18PF
5138263,Capacitor 0.01uF 16V
7661637,IC USB HS DUAL UART/FIFO 64-LQFP
5337389,CAP 18PF 50V C0G 5%
5337390P,SWITCH TACT SPST W/GND SMD
5138265,IC EEPROM 32KBIT 400KHZ SOT23-6
7520147,conn_16pin
5337815,Integrated Power Management Unit
5337395,Low-Power Dual 2-Input Positive-AND Gate
5138266,Resistor 100Kohm 1/16W 1%
2635204_P,Ferrite Bead 150 Ohm 800mA
5439309,RES .10 OHM 1/8W 5%
5450933,TXRX ETHERNET 10/100 RMII
5633386,IC 4CH ESD SOLUTION W/CLAMP 6SON
5141278,Crystal 25MHz
5454820,TRANS NPN/NPN W/RES 50V SMINI6
5340890,AM335x ARM Cortex-A8
7547790,RJ-45 10/100 W/Magnetics
7519092,Expansion Header
5138700,pcb button
5338161,"Inductor 2.2uH smt 2.6A, 58 mOhm"
7661637,DDR2 RAM 256MB(128Mx16)x1 400MHz
5256783,CONN POWER JACK 2.1MM
7547421,IC USB 2.0 HS HUB CTRLR
5258817,1.5A PWR DIST SWITCH
5256426,Standard LED - SMD Green Clear 569nm
5258346,USB_mini A/B
5258829,CAP 22PF 5% 100V
5139568,IC EEPROM 2KBIT 2MHZ SOT23-6
5252098,IC BUFF/DVR DL NON-INV
ORG_HEAT_EXCHANGER,IC CTLR OVP 28V W/NMOS 6-DFN
5258830,4016438_ICON_04
5139569,4016438_ICON_09
3022697_RUBBER,4016438_COVER2
3022409_BUSHING,4016438_ICON_03
1019180_BALL,4016438_ICON_08
1019180_P,4016438_MODE
5450934,4016438_ICON_06
2635205_P,4016438_ICON_10
5439309,4016438_SCREEN
5138286,4016438_ICON_01
7520559,4016438_CENTER
1019183,4016438_ICON_02
5633989,4016438_ICON_07
5634116,4016438_SET
5256849,4016438_COVER1
1023230_SW1,4016438_ICON_05
5452369,7547453
5138285,7519133
7556064,1020782
7188334,7519070
1333119,7547453
7547453,1017851
5264150,7519993
5138449,5414191
5264677,5438971
7661637,5413887
7519070,7547453
7547332,5438969
5337391,7621472
5261061,7661970
5633385,5439062
5141277,5438117
5337942,5632624
7547332,2634156
7518906,5255014
5337392,7518546
5451001,5438970
7052593,5438972
7052362,7621472
4014699,5632624
GAUGE_PCB_BOARD_ASSY_2,5414191
5415589,7547453
4016438_ASSY,7518546
RIBBON_CABLE,5413887
5452364,7661970
SELF_TAPPING_SCREW_M3X6,5438117
4015352,2634156
5135911,5439062
5139103,5255015
5251047,7547332
5258434,7518957
5438605,7556175
7520311,5414733_INSTALLED
1021239_SW,5136572
3514617,7518953
5138392,7556545
3610030,7556524
3514309,5438876
0113418,7547332
0113320,5141400
2684843,7519212
2684844,5141020
5414733,7518971
7519327,7547442
5434589,7710444
1543724,5450184
5142129,3514384
1590511,7556799
7547332,5437618
1590457,3514384
7044379_BODY,7556799
1590460,7710444
7044562_SPRING,7044379_BODY_2
5334285,7044379_SHAFT_P
116010_MJP_RTS_PIVOT_WELD,7044379_BODY_P
1543906_SW,5136745
7043241,5333285
5137418,1590459
7518472,7556490
1590001,5432535
7517786,7518957
7547423,7555918
7547333,7044562-ROD
5434989,7044562-BODY
5141836_ASSY,7044562-BODY_2
1544014,7045058
1543184,5262396
5136569,116010_MJP_RTS_PIVOT_TUBE
7556545,5138138
5139172,5430011
1543905_SW,3514445
1543907,7710486
7043240,5142128
5142128,7547332
5434590,7519972
7080394,5141836
1543908,5265188
7555939,5335719
5257099,5341070
7547753,7547333
3022697_RUBBER,7556559
3022409_BUSHING,7519327
5450934,5341069
2635205_P,7556153
5439309,7519216
2635204_P,5265187
5439309,7547423
5450933,7518960
1019188,5140492
5140781,7556545
1024146_SW,7547423
1019186,5137367
5138449,7556563
5139042,7547442
1241285,7519015
5256849,7518971
5138294,7556545
